,host_name,calculated_host_listings_count_entire_homes,neighbourhood_cleansed,latitude,longitude
2883,Harry,64,ΣΤΑΔΙΟ,37.9652114,23.7410799
2884,Harry,64,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9663614,23.7275791
2885,Blueground,26,ΠΑΓΚΡΑΤΙ,37.9715663,23.7491985
2886,Blueground,26,ΠΑΓΚΡΑΤΙ,37.9722611,23.7486493
2887,Manolis,16,ΓΚΥΖΗ,37.9900754,23.7433886
2888,Theodore,4,ΝΕΟΣ ΚΟΣΜΟΣ,37.95812,23.72817
2889,Upstreet,121,ΝΕΟΣ ΚΟΣΜΟΣ,37.95737,23.72878
2890,Γιαννης / Yannis,3,ΝΕΟΣ ΚΟΣΜΟΣ,37.957,23.72819
2891,Blue,10,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9630398,23.7240668
2892,Goldally,30,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.0006281,23.7247904
2893,Liv,9,ΑΜΠΕΛΟΚΗΠΟΙ,37.9912169,23.7664927
2894,Michael,5,ΝΕΟΣ ΚΟΣΜΟΣ,37.96286,23.72923
2895,Homer & Isabella,58,ΘΗΣΕΙΟ,37.9758,23.71801
2896,Ma Maison,7,ΚΕΡΑΜΕΙΚΟΣ,37.97912,23.71405
2897,Gianttrip,30,ΚΟΛΩΝΑΚΙ,37.9779057,23.7431198
2898,Damian,8,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9620183,23.721
2899,WSD Home Inn,27,ΠΑΤΗΣΙΑ,38.01062210838234,23.73622174517444
2900,Upstreet,121,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9913060545648,23.73288083139463
2901,Mgv,101,ΓΟΥΒΑ,37.96106,23.74188
2902,Katerina,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97247,23.73177
2903,Youla,18,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9966835,23.7241649
2904,Liv,9,ΑΜΠΕΛΟΚΗΠΟΙ,37.9912169,23.7664927
2905,Nasos,10,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976894,23.72541
2906,Goldally,30,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99701,23.72239
2907,Demi And Spiros,3,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01752,23.72967
2908,Luxurious,3,ΚΥΨΕΛΗ,38.000465393066406,23.73468399047852
2909,Alexios,6,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.9969,23.71912
2910,Σωτηριος,5,ΝΕΟΣ ΚΟΣΜΟΣ,37.9572,23.736
2911,Spiros,4,ΝΕΟΣ ΚΟΣΜΟΣ,37.9639,23.72726
2912,Flavia,19,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98702,23.74212
2913,Evan&Anetta,68,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96836,23.73066
2914,Liroy,35,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978,23.72936
2915,NOHO Boutique,19,ΘΗΣΕΙΟ,37.9743147,23.7166672
2916,Nefeli,3,ΝΕΟΣ ΚΟΣΜΟΣ,37.95893272912502,23.72676160186529
2917,Upstreet,121,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99120623554671,23.73270140844464
2918,Joelle,14,ΝΕΟΣ ΚΟΣΜΟΣ,37.9645,23.72945
2919,Upstreet,121,ΝΕΟΣ ΚΟΣΜΟΣ,37.959801,23.734001
2920,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96649,23.72921
2921,Dimitris,7,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99966,23.7235
2922,Spiros,4,ΝΕΟΣ ΚΟΣΜΟΣ,37.95532,23.72666
2923,MyGreekVacations,19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96052,23.71985
2924,Upstreet,121,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99149288140028,23.732966801488637
2925,The Circle Inn,4,ΠΕΤΡΑΛΩΝΑ,37.96727,23.7103
2926,Dimi David,26,ΠΑΓΚΡΑΤΙ,37.97225,23.74985
2927,Θοδωρής,4,ΝΕΟΣ ΚΟΣΜΟΣ,37.96676259772258,23.729838095605373
2928,Nikos,14,ΠΕΤΡΑΛΩΝΑ,37.96744,23.70774
2929,Chris,5,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99503,23.72738
2930,Miglen,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98548,23.72575
2931,Alex,6,ΚΟΛΩΝΟΣ,37.99595931034768,23.717660302178736
2932,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9624,23.72169
2933,Heartlock,8,ΑΜΠΕΛΟΚΗΠΟΙ,37.99127758528479,23.764831297767326
2934,Marianna,19,ΓΟΥΔΙ,37.98601,23.76207
2935,Krisida,5,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98404,23.71899
2936,Dimi David,26,ΠΑΓΚΡΑΤΙ,37.97082,23.74933
2937,Monk,4,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97621,23.72792
2938,Georgios & Zinovia,3,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98681,23.72049
2939,Ivy Vacation Rentals,21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9730139,23.7337412
2940,Elie,3,ΝΕΟΣ ΚΟΣΜΟΣ,37.96146,23.73546
2941,Vamelon,3,ΑΜΠΕΛΟΚΗΠΟΙ,37.99044727232339,23.764971559739585
2942,Flavia,19,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9885,23.74212
2943,Blueground,26,ΠΑΓΚΡΑΤΙ,37.9706113,23.7472847
2944,Flavia,19,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98825,23.74285
2945,Alfiarios,4,ΒΟΤΑΝΙΚΟΣ,37.98275,23.71048
2946,Iordanka,5,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97585,23.73147
2947,Efi & Anna,6,ΘΗΣΕΙΟ,37.97849,23.72205
2948,Natasha,10,ΠΑΓΚΡΑΤΙ,37.97013,23.75148
2949,Nasos,41,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97194290161133,23.733043670654297
2950,Thomas,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9795468,23.7273726
2951,Kostas,12,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97975,23.72874
2952,Blue,10,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9638137,23.7246266
2953,Tèo,49,ΠΕΤΡΑΛΩΝΑ,37.97615,23.71303
2954,Berna,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96655857900929,23.729055897077416
2955,George,6,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96676,23.72855
2956,Nicholas,6,ΖΑΠΠΕΙΟ,37.968377,23.731346
2957,Ivy Vacation Rentals,21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9774263,23.7290945
2958,Roubina,20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96381002802178,23.72407548465575
2959,Evagelos,8,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96714,23.72803
2960,Evagelos,8,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9679,23.72734
2961,Artemis,5,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96736,23.72542
2962,Mariliza,4,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96913114287402,23.729910950816183
2963,Ζωή,11,ΖΑΠΠΕΙΟ,37.96907,23.73276
2964,Stefanos,8,ΑΚΡΟΠΟΛΗ,37.96776,23.72887
2965,Segal Group,19,ΚΥΨΕΛΗ,38.00147326065993,23.73452120102325
2966,D & Y Boutique Athens,50,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979111,23.726229
2967,D & Y Boutique Athens,50,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97933578491211,23.72760009765625
2968,Ioannis,3,ΑΚΡΟΠΟΛΗ,37.968754,23.727715
2969,Tania,5,ΚΥΨΕΛΗ,37.99904,23.74134
2970,Waylink Apartments,7,ΚΟΛΩΝΟΣ,37.9952145,23.7186882
2971,Nikos,4,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9847261,23.723903
2972,Kοnstantinos,11,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98565,23.73438
2973,Nasos,10,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972595,23.730436
2974,HAUSolutions,20,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.983091734337386,23.723030375174066
2975,IQ Residences,4,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.986040010346166,23.73834972654157
2976,Roubina,20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.969146728515625,23.73004531860352
2977,Marianne,7,ΘΗΣΕΙΟ,37.97627,23.71788
2978,Homer & Isabella,58,ΘΗΣΕΙΟ,37.974285,23.716791
2979,D & Y Boutique Athens,50,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97933578491211,23.72760009765625
2980,George,9,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9777,23.72474
2981,Harry,64,ΚΟΛΩΝΑΚΙ,37.97926,23.74778
2982,John,3,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96891,23.72978
2983,IQ Residences,4,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98613,23.73731
2984,George,57,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96783,23.72734
2985,Raise Team,42,ΖΑΠΠΕΙΟ,37.96748,23.73114
2986,Upstreet,121,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98664,23.74462
2987,Marianna,19,ΓΟΥΔΙ,37.98544,23.76253
2988,D & Y Boutique Athens,50,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979097,23.726244
2989,Dns,3,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96757059999999,23.7275353
2990,Ioannis,6,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97143,23.73178
2991,Codeathena,7,ΘΗΣΕΙΟ,37.97459,23.71394
2992,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635
2993,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99717,23.7226
2994,Antonia,9,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00353087857745,23.73112337352416
2995,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96364,23.72181
2996,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635
2997,Dreamin Athens,15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967,23.72922
2998,Dcn Zeus,3,ΣΤΑΔΙΟ,37.9665176,23.7337498
2999,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635
3000,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9645,23.72635
3001,Nadja,8,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99801692514282,23.73164154566628
3002,GK Properties,25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97523974732529,23.73278215918873
3003,Eleni,23,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9639457,23.725047
3004,Vasiliki,6,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96634,23.72817
3005,Harry,64,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96713,23.72672
3006,Ioannis,6,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97317,23.73302
3007,Evagelos,8,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9660159,23.7262944
3008,Haiguang,21,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98087,23.7207
3009,Mgv,101,ΠΑΓΚΡΑΤΙ,37.97152,23.74305
3010,Blueground,26,ΠΑΓΚΡΑΤΙ,37.967083,23.750616
3011,Nasos,41,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9770227,23.7283953
3012,Blueground,26,ΠΑΓΚΡΑΤΙ,37.9696839,23.7516329
3013,Oltian,13,ΚΕΡΑΜΕΙΚΟΣ,37.98231,23.71727
3014,Sunny Home,15,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97814,23.72606
3015,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00042,23.72444
3016,George,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96559,23.72607
3017,Vasiliki,6,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.965728,23.72711
3018,NOHO Boutique,19,ΘΗΣΕΙΟ,37.9743147,23.7166672
3019,Romanos,20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97704,23.72653
3020,Marianne,7,ΘΗΣΕΙΟ,37.975011621524615,23.717462335652552
3021,Spyros,28,ΖΑΠΠΕΙΟ,37.967049,23.73131
3022,Anna,11,ΑΚΡΟΠΟΛΗ,37.97251,23.72772
3023,Hellas Elements,5,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9732123,23.7329052
3024,Home,23,ΘΗΣΕΙΟ,37.9768,23.72006
3025,Bill & John,30,ΚΟΛΩΝΑΚΙ,37.97983,23.73684
3026,Christos,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97551,23.73334
3027,NOHO Boutique,19,ΘΗΣΕΙΟ,37.9743147,23.7166672
3028,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99594,23.73107
3029,Andreas,8,ΚΕΡΑΜΕΙΚΟΣ,37.979939,23.723211
3030,Waylink Apartments,7,ΠΑΤΗΣΙΑ,38.01191439999999,23.7355543
3031,SharingXchange,8,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9875,23.73613
3032,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99587,23.73132
3033,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994839,23.731581
3034,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99423,23.73062
3035,Tèo,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994839,23.731581
3036,Raise Team,42,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97914,23.72331
3037,Nik,10,ΑΚΡΟΠΟΛΗ,37.96968,23.72998
3038,Αριστειδης,33,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98806,23.74998
3039,Blueground,26,ΠΑΓΚΡΑΤΙ,37.9662203,23.7461879
3040,Stratis,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97738,23.7245
3041,Panagiotis,5,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98147,23.72094
3042,V² Development,27,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98255864466032,23.73795807571834
3043,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96364,23.72181
3044,Elena,4,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.975983,23.7329045
3045,Stefanos,8,ΝΕΟΣ ΚΟΣΜΟΣ,37.9541,23.7183
3046,Ζωή,11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97339,23.73395
3047,Rosemary A.,3,ΑΝΩ ΚΥΨΕΛΗ,38.00555313569419,23.7366535904007
3048,George,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96721,23.72961
3049,Danae,4,ΚΥΨΕΛΗ,37.99999,23.73445
3050,Michael,5,ΝΕΟΣ ΚΟΣΜΟΣ,37.9621365,23.7238747
3051,Icaria,3,ΖΑΠΠΕΙΟ,37.9708731265446,23.74138616864125
3052,Kathy,5,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.991947174072266,23.727745056152344
3053,Tèo,49,ΚΥΨΕΛΗ,38.0011,23.73483
3054,Oltian,13,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98249,23.72111
3055,HAUSolutions,20,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98465454659976,23.72073851058796
3056,Spiros,4,ΑΚΡΟΠΟΛΗ,37.96281,23.71812
3057,Sunny,9,ΝΙΡΒΑΝΑ,38.01186,23.72468
3058,Harry,64,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9638914,23.7199863
3059,Evan&Anetta,68,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000423,23.733288
3060,Θεοδοσης,10,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9882619,23.7075686
3061,George,57,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96222,23.72076
3062,Daniela,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98926586264799,23.731856181932287
3063,Stefanos,8,ΑΚΡΟΠΟΛΗ,37.96913,23.72577
3064,Ivy Vacation Rentals,21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9773048,23.7247344
3065,Athens Morum,3,ΠΑΓΚΡΑΤΙ,37.96661,23.75468
3066,NOHO Boutique,19,ΘΗΣΕΙΟ,37.9743147,23.7166672
3067,Living In Athens,6,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.995411,23.725189
3068,Vasiliki,5,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99466,23.72471
3069,Do  Disturb,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97618,23.72961
3070,Nadja,8,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.997906,23.723898
3071,Emmanuela,20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97989,23.72677
3072,Marianna,19,ΝΙΡΒΑΝΑ,38.01018,23.72724
3073,TopHouzzing Properties,41,ΚΟΛΩΝΑΚΙ,37.97984,23.74574
3074,Dropebnb,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9945682,23.7307371
3075,Living In Athens,6,ΚΥΨΕΛΗ,38.00198,23.735046
3076,Vasiliki,5,ΚΟΛΩΝΑΚΙ,37.97923,23.74007
3077,Vivian,8,ΚΟΛΩΝΑΚΙ,37.97836,23.74405
3078,Marianna,19,ΝΙΡΒΑΝΑ,38.01323,23.72761
3079,Renata,7,ΝΕΟΣ ΚΟΣΜΟΣ,37.9658877,23.7302503
3080,Maryland,56,ΠΑΤΗΣΙΑ,38.01575,23.7328
3081,Steve,3,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98468,23.71841
3082,Vassilis,3,ΑΜΠΕΛΟΚΗΠΟΙ,37.98445611246166,23.757286299999983
3083,Dropebnb,49,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994296,23.7298254
3084,Goldally,30,ΑΜΠΕΛΟΚΗΠΟΙ,37.98743,23.7612
3085,Dimosthenis,5,ΑΜΠΕΛΟΚΗΠΟΙ,37.98982,23.76548
3086,Dropebnb,49,ΚΟΛΩΝΑΚΙ,37.97814,23.74861
3087,Θεοδοσης,10,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9882619,23.7075686
3088,CloudKeys,35,ΑΜΠΕΛΟΚΗΠΟΙ,37.9849,23.75662
3089,Charis Stamatina,3,ΚΥΨΕΛΗ,37.9986644,23.7403424
3090,Marianna,19,ΝΙΡΒΑΝΑ,38.01431,23.72697
3091,Sunny,9,ΑΝΩ ΚΥΨΕΛΗ,38.00456,23.73842
3092,Blueground,26,ΑΜΠΕΛΟΚΗΠΟΙ,37.9959011,23.76548439999999
3093,Paul,3,ΑΜΠΕΛΟΚΗΠΟΙ,37.99473,23.76456
3094,Toni,47,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99009,23.72808
3095,Panagiotis,20,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.0011896,23.7326514
3096,Ελενη,3,ΝΕΟΣ ΚΟΣΜΟΣ,37.95443,23.72552
3097,Bonni,18,ΓΟΥΔΙ,37.9839733,23.762182
3098,Phaedrus Living,34,ΑΝΩ ΚΥΨΕΛΗ,38.00524599557399,23.73826999076513
3099,LUXandEASY,15,ΝΙΡΒΑΝΑ,38.01110510000001,23.7275353
3100,Yigit Can,7,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96273005241588,23.72072296137696
3101,Berna,11,ΙΛΙΣΙΑ,37.97255551356543,23.755567089325343
3102,Golden Home Holidays,35,ΝΕΟΣ ΚΟΣΜΟΣ,37.959674,23.7348431
3103,Panagiotis,20,ΒΟΤΑΝΙΚΟΣ,37.979485,23.7074484
3104,Panagiotis,5,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98159,23.72057
3105,Ran,6,ΓΚΥΖΗ,37.99303633918255,23.748981107513615
3106,Eleni,23,ΚΕΡΑΜΕΙΚΟΣ,37.9806519,23.7178362
3107,George,4,ΣΤΑΔΙΟ,37.969612,23.741776
3108,Gianttrip,30,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9892552,23.7116965
3109,Mgv,101,ΠΑΓΚΡΑΤΙ,37.97063,23.74422
3110,TopHouzzing Properties,41,ΠΑΓΚΡΑΤΙ,37.97301,23.74696
3111,Michalis,16,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00496,23.73288
3112,Νταιανα,3,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000301,23.731186
3113,Top,3,ΠΕΤΡΑΛΩΝΑ,37.96424,23.70993
3114,Stavros,5,ΝΕΟΣ ΚΟΣΜΟΣ,37.9576,23.72695
3115,Marina,3,ΠΑΓΚΡΑΤΙ,37.97123526724374,23.750726036508027
3116,GK Properties,25,ΚΟΛΩΝΟΣ,37.98818,23.71599
3117,Tia & Mike,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96244,23.7217
3118,Nik,10,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98916,23.7468
3119,Living In Athens,6,ΚΥΨΕΛΗ,38.00198,23.735046
3120,Stavros,5,ΝΕΟΣ ΚΟΣΜΟΣ,37.95727,23.72903
3121,Krisida,5,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98395,23.72159
3122,Παναγιώτης,44,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99056,23.72223
3123,Giorgios-Zeta,3,ΒΟΤΑΝΙΚΟΣ,37.97583,23.70649
3124,Emmanouil,6,ΠΕΤΡΑΛΩΝΑ,37.96939,23.70489
3125,Dimi David,26,ΠΑΓΚΡΑΤΙ,37.96909,23.74676
3126,Martine,4,ΚΟΛΩΝΟΣ,37.98796463012695,23.717679977416992
3127,Pavlos,3,ΙΛΙΣΙΑ,37.98054,23.75515
3128,Upstreet,121,ΝΕΟΣ ΚΟΣΜΟΣ,37.95886,23.7336
3129,Kefi,4,ΠΕΤΡΑΛΩΝΑ,37.96805,23.71058
3130,HAUSolutions,20,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.983116011236106,23.721035501067902
3131,Gavriil,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98526102144747,23.72964330626472
3132,Evan&Anetta,68,ΣΤΑΔΙΟ,37.96511,23.74364
3133,Upstreet,121,ΝΕΟΣ ΚΟΣΜΟΣ,37.96031,23.7332
3134,Sunny,9,ΝΙΡΒΑΝΑ,38.01418,23.72529
