,host_name,calculated_host_listings_count_entire_homes,neighbourhood_cleansed,latitude,longitude
1008,Evans,10,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98389088443188,23.72456600229108
1009,Kefi,4,ΝΕΟΣ ΚΟΣΜΟΣ,37.96624,23.73189
1010,Holidu,4,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.0092871,23.7284431
1011,Mgv,101,ΑΚΡΟΠΟΛΗ,37.96405,23.7173
1012,V² Development,27,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9918228,23.7218986
1013,Emmanouil,7,ΑΜΠΕΛΟΚΗΠΟΙ,37.98888,23.76473
1014,Αριστειδης,33,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99422,23.72345
1015,Yiannis,3,ΙΛΙΣΙΑ,37.97648,23.75433
1016,Georgia,4,ΙΛΙΣΙΑ,37.9729,23.75234
1017,Athina And/Or Eleni,23,ΚΟΛΩΝΑΚΙ,37.97857,23.7406
1018,Christos,7,ΚΕΡΑΜΕΙΚΟΣ,37.98044,23.71132
1019,Georgia,4,ΙΛΙΣΙΑ,37.97311,23.75193
1020,TopHouzzing Properties,41,ΝΕΟΣ ΚΟΣΜΟΣ,37.9625149,23.7247979
1021,Nik,10,ΑΜΠΕΛΟΚΗΠΟΙ,37.990339580021214,23.756593731500796
1022,Vivienne And Antonis,3,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9625174,23.7235025
1023,Upstreet,121,ΠΑΓΚΡΑΤΙ,37.97107,23.744
1024,Avigail,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9871993,23.7420103
1025,Yaron,4,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96194692354269,23.72122871534423
1026,Dinos,5,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96249,23.72146
1027,Αριστειδης,33,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99897,23.725
1028,Spyros,7,ΝΕΟΣ ΚΟΣΜΟΣ,37.9626911,23.728033
1029,Solonos,20,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99169781701863,23.728898009170827
1030,Nelly,11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98411,23.71843
1031,Emmanouil,7,ΑΜΠΕΛΟΚΗΠΟΙ,37.98886,23.76467
1032,Connect Apartments & Suites,8,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.985771,23.719156
1033,Nick,5,ΚΟΛΩΝΑΚΙ,37.9795,23.74543
1034,City,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9859321,23.7289531
1035,Elie,3,ΑΜΠΕΛΟΚΗΠΟΙ,37.9895489,23.7579817
1036,Nelly,11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98543,23.71835
1037,Konstantinos,5,ΠΑΤΗΣΙΑ,38.01311,23.73688
1038,Anna&Teo,6,ΑΜΠΕΛΟΚΗΠΟΙ,37.9928385,23.7641912
1039,Avi,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987904,23.740417
1040,Athens Panorama Project,8,ΠΕΔΙΟ ΑΡΕΩΣ,37.99601,23.74097
1041,Zoia,6,ΛΥΚΑΒΗΤΤΟΣ,37.98577,23.74449
1042,Vassilis,3,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96481420597543,23.740268473171703
1043,Ζωή,11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9664937,23.7283924
1044,Multipath,7,ΑΜΠΕΛΟΚΗΠΟΙ,37.99225,23.76046
1045,Kitty,4,ΘΗΣΕΙΟ,37.97854,23.72115
1046,Petros,4,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97865,23.72586
1047,Konstantinos,3,ΠΑΓΚΡΑΤΙ,37.97122,23.74179
1048,Travelnest,4,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98835,23.72948
1049,Κωνσταντινος,22,ΠΑΓΚΡΑΤΙ,37.96988,23.74353
1050,Fire,4,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.985,23.72113
1051,Local Host,12,ΛΥΚΑΒΗΤΤΟΣ,37.9845406763855,23.743110562175943
1052,Sofi,7,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97956509999999,23.7299669
1053,Zoia,6,ΚΟΛΩΝΑΚΙ,37.97940400573005,23.74564781266232
1054,Varvara,3,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99551,23.72852
1055,Athina And/Or Eleni,23,ΚΟΛΩΝΑΚΙ,37.9778319,23.7385294
1056,Angela And Akis,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.984170565209205,23.731829300522804
1057,Athens Experience,3,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9921406546566,23.726228747266457
1058,Jerry,9,ΠΕΔΙΟ ΑΡΕΩΣ,37.99526,23.73763
1059,Mk,3,ΠΑΓΚΡΑΤΙ,37.96982,23.74526
1060,Antreas,20,ΑΜΠΕΛΟΚΗΠΟΙ,37.99164,23.76549
1061,Ioannis,8,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96418,23.71921
1062,Ioannis,4,ΓΟΥΔΙ,37.9842252,23.7622704
1063,Chryssa,9,ΣΤΑΔΙΟ,37.96674,23.73811
1064,Upstreet,121,ΚΟΛΩΝΑΚΙ,37.9799,23.74651
1065,Home Story,14,ΚΥΨΕΛΗ,37.99802,23.73752
1066,Emie,3,ΑΜΠΕΛΟΚΗΠΟΙ,37.9907448,23.7573096
1067,V² Development,27,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.984882,23.71797
1068,Tolis,4,ΝΕΟΣ ΚΟΣΜΟΣ,37.96054,23.72516
1069,Thomas,3,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96208420000001,23.7218236
1070,Ιωάννης Άγγελος,18,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99049,23.72222
1071,Steve,7,ΓΟΥΔΙ,37.98177,23.7622
1072,Nick,5,ΚΟΛΩΝΑΚΙ,37.979057903309965,23.744220134221035
1073,Sokol,42,ΚΕΡΑΜΕΙΚΟΣ,37.98139802196311,23.718000220737697
1074,Elysium,5,ΓΟΥΔΙ,37.98053,23.75888
1075,Nick,9,ΖΑΠΠΕΙΟ,37.967678,23.735849
1076,Keramos Athens,4,ΚΕΡΑΜΕΙΚΟΣ,37.9821,23.71466
1077,Solonos,20,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99227,23.72844
1078,V² Development,27,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.996313,23.72988
1079,Christos,5,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98578,23.71596
1080,Nikolaos,3,ΚΟΛΩΝΑΚΙ,37.97867447918626,23.750269844164016
1081,Konstantinos,3,ΠΑΓΚΡΑΤΙ,37.97063,23.74842
1082,Maryland,56,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,37.9994607,23.7319295
1083,Mgv,101,ΝΕΟΣ ΚΟΣΜΟΣ,37.96157,23.72494
1084,Greecing,17,ΓΟΥΔΙ,37.9812225,23.7599166
1085,LUXandEASY,15,ΠΑΤΗΣΙΑ,38.0137,23.7316
1086,Constantina,8,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98225,23.71815
1087,City,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9859321,23.7289531
1088,Matό,8,ΑΜΠΕΛΟΚΗΠΟΙ,37.9909738,23.7636444
1089,Giorgos,10,ΓΟΥΔΙ,37.98554,23.76776
1090,Evan&Anetta,68,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9857834,23.7296504
1091,Nick,9,ΖΑΠΠΕΙΟ,37.96768,23.73585
1092,Local Host,12,ΠΑΓΚΡΑΤΙ,37.97332988097805,23.746546679962066
1093,Home,23,ΓΟΥΔΙ,37.98458105049027,23.76257045541457
1094,Advance Helix Development,8,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98613,23.72846
1095,V² Development,27,ΑΜΠΕΛΟΚΗΠΟΙ,37.99026,23.76238
1096,Nikolaos,5,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99357,23.72897
1097,Stefanos,8,ΓΚΥΖΗ,37.99089974958071,23.750958423117144
1098,Home Story,14,ΚΥΨΕΛΗ,37.99975,23.73937
1099,Rosemary A.,3,ΠΑΤΗΣΙΑ,38.0094757,23.7348631
1100,Fiona,8,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.0097407,23.7304349
1101,Demetris,7,ΚΕΡΑΜΕΙΚΟΣ,37.97914,23.71114
1102,Emmanuela,20,ΓΟΥΔΙ,37.9802,23.76084
1103,Central Five,5,ΠΕΤΡΑΛΩΝΑ,37.96752183011044,23.70801414107356
1104,Raise Team,42,ΕΛΛΗΝΟΡΩΣΩΝ,37.9991779,23.7715042
1105,Stefanos,8,ΠΑΓΚΡΑΤΙ,37.97154,23.74862
1106,Jessy,3,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98139794726756,23.72082956135273
1107,Giorgos,3,ΠΑΓΚΡΑΤΙ,37.97205,23.74833
1108,Christos,3,ΠΑΓΚΡΑΤΙ,37.97187,23.74516
1109,Home,23,ΒΟΤΑΝΙΚΟΣ,37.9803,23.71069
1110,Harry,64,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98454,23.72635
1111,Konstantinos,3,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9827,23.72003
1112,Mgv,101,ΝΕΟΣ ΚΟΣΜΟΣ,37.961745631713306,23.724002550124347
1113,Ιωάννης Άγγελος,18,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98611,23.72185
1114,Tèo,49,ΝΕΟΣ ΚΟΣΜΟΣ,37.9562208,23.7280779
1115,MyGreekVacations,19,ΘΗΣΕΙΟ,37.97365,23.71239
1116,Stratos,6,ΚΕΡΑΜΕΙΚΟΣ,37.98047,23.71717
1117,George,12,ΚΟΛΩΝΑΚΙ,37.98124,23.73776
1118,Tèo,49,ΝΕΟΣ ΚΟΣΜΟΣ,37.96089,23.72862
1119,Byoungsoo,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9779615,23.7297666
1120,Homer & Isabella,58,ΣΕΠΟΛΙΑ,38.0034034,23.7148208
1121,Natasha,10,ΝΕΟΣ ΚΟΣΜΟΣ,37.958529709732495,23.728759447028224
1122,Chryssa,9,ΣΤΑΔΙΟ,37.96597,23.74498
1123,Pagona,11,ΑΚΡΟΠΟΛΗ,37.96322,23.71893
1124,Ventiri,4,ΙΛΙΣΙΑ,37.975938897983966,23.751472930688493
1125,Gtrip,15,ΝΙΡΒΑΝΑ,38.00884054734322,23.726858158240805
1126,Athens Houses,19,ΠΕΤΡΑΛΩΝΑ,37.97228,23.71163
1127,Upstreet,121,ΑΜΠΕΛΟΚΗΠΟΙ,37.990974,23.758076
1128,Liv,9,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98775,23.74107
1129,Your.Rentals,5,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9878754,23.7102899
1130,Ma Maison,7,ΓΚΑΖΙ,37.9787,23.71196
1131,Liroy,35,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96314,23.72027
1132,Athens Houses,19,ΠΕΤΡΑΛΩΝΑ,37.96548,23.70987
1133,Kostas,12,ΒΟΤΑΝΙΚΟΣ,37.97952,23.71003
1134,HostPal,7,ΛΥΚΑΒΗΤΤΟΣ,37.98316,23.74029
1135,Akis & Marietta,3,ΓΚΥΖΗ,37.99116,23.75103
1136,Dimitris,5,ΚΥΨΕΛΗ,38.0018261,23.7428497
1137,Upstreet,121,ΛΥΚΑΒΗΤΤΟΣ,37.98138,23.74101
1138,Kostas,12,ΒΟΤΑΝΙΚΟΣ,37.97873,23.70794
1139,Θοδωρής,4,ΚΟΛΩΝΑΚΙ,37.9805526,23.7371348
1140,Nasos,10,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968407,23.725826
1141,Kostas,12,ΒΟΤΑΝΙΚΟΣ,37.97887,23.70891
1142,George,3,ΚΟΛΩΝΑΚΙ,37.9794808,23.7454558
1143,Philip,11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98433,23.72396
1144,Nikolaos,4,ΓΚΥΖΗ,37.99244534445311,23.743793964385983
1145,Angeliki,7,ΠΑΓΚΡΑΤΙ,37.96507531692774,23.74852723558197
1146,Indigo,6,ΝΕΟΣ ΚΟΣΜΟΣ,37.9613074,23.7318905
1147,Solonos,20,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99024,23.72799
1148,Nina,18,ΝΙΡΒΑΝΑ,38.0091127,23.7227641
1149,Oculus,4,ΑΝΩ ΚΥΨΕΛΗ,38.00819911967582,23.748380705199693
1150,MyGreek,20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96361395498125,23.721758135524013
1151,Solonos,20,ΛΥΚΑΒΗΤΤΟΣ,37.98473,23.74254
1152,Local Host,12,ΠΑΓΚΡΑΤΙ,37.96665,23.74738
1153,Dimkat,4,ΓΚΑΖΙ,37.97616551508809,23.70948677114276
1154,Stelios,22,ΚΟΛΩΝΟΣ,37.995377,23.716955
1155,Upstreet,121,ΚΟΛΩΝΑΚΙ,37.98148,23.73912
1156,D & Y Boutique Athens,50,ΚΕΡΑΜΕΙΚΟΣ,37.98006057739258,23.72355842590332
1157,Knb,4,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9656604160937,23.726858113491826
1158,D & Y Boutique Athens,50,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357
1159,Jj,16,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97218,23.7311
1160,Evelyn,20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9768634,23.7291254
1161,Αργυρώ,5,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9668865,23.725885
1162,Ioannis,8,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96435,23.7238
1163,NOHO Boutique,19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96508,23.72426
1164,Nick,9,ΖΑΠΠΕΙΟ,37.96713,23.7351
1165,Nestor,12,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98418,23.72391
1166,Housefull,3,ΝΕΟΣ ΚΟΣΜΟΣ,37.9661724,23.729493101852405
1167,Upstreet,121,ΛΥΚΑΒΗΤΤΟΣ,37.98121,23.75011
1168,Aris And Dimitra,3,ΓΟΥΒΑ,37.95985,23.73832
1169,Athens Panorama Project,8,ΠΕΔΙΟ ΑΡΕΩΣ,37.99535,23.741
1170,Homer & Isabella,58,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.961372,23.735786
1171,Viktor,33,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9903647,23.7251179
1172,Anna,11,ΚΟΛΩΝΑΚΙ,37.976849,23.743191
1173,V² Development,27,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9899601,23.7280234
1174,Upstreet,121,ΑΜΠΕΛΟΚΗΠΟΙ,37.98880159159592,23.76028627915258
1175,Viktor,33,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9939912,23.7249456
1176,Nikolaos,13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9826397,23.7325957
1177,Homm ®,13,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98984,23.72261
1178,Evan&Anetta,68,ΘΗΣΕΙΟ,37.9768,23.72241
1179,Toni,47,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9899,23.73359
1180,Nestor,12,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99146,23.72708
1181,Homer & Isabella,58,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96360016,23.72069931
1182,Nikolaos,13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9826397,23.7325957
1183,Nikolaos,13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9826397,23.7325957
1184,Nikolaos,13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9826397,23.7325957
1185,Upstreet,121,ΠΑΓΚΡΑΤΙ,37.9722,23.74708
1186,Evangelia,5,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99909,23.72932
1187,Local Host,12,ΠΑΓΚΡΑΤΙ,37.96724,23.75008
1188,Σπυρίδων,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98750356627585,23.72946459800005
1189,Raise Team,42,ΕΛΛΗΝΟΡΩΣΩΝ,37.9991779,23.7715042
1190,Mgv,101,ΑΚΡΟΠΟΛΗ,37.96343,23.71725
1191,Antreas,20,ΑΜΠΕΛΟΚΗΠΟΙ,37.99039251355501,23.765651657182037
1192,Androniki,3,ΑΜΠΕΛΟΚΗΠΟΙ,38.00178,23.76411
1193,Gpm,36,ΑΚΡΟΠΟΛΗ,37.9639,23.71738
1194,Mgv,101,ΑΚΡΟΠΟΛΗ,37.96284932831448,23.71706827645589
1195,Petros,4,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97865,23.72586
1196,Home Story,14,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98435,23.72324
1197,Maryland,56,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9614,23.7195
1198,Wyz Attiki,6,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.995136,23.722794
1199,AthensApart,9,ΠΑΓΚΡΑΤΙ,37.9694664,23.748245
1200,Only ElPilar,10,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9849061,23.7335535
1201,Spyros,4,ΝΙΡΒΑΝΑ,38.00347,23.72519
1202,Homer & Isabella,58,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.9613743,23.7357867
1203,Athina And/Or Eleni,23,ΠΑΓΚΡΑΤΙ,37.96885,23.75052
1204,Mgv,101,ΑΚΡΟΠΟΛΗ,37.96335,23.71688
1205,Segal Group,19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98176,23.72327
1206,Amelie,32,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98059,23.72746
1207,Evan&Anetta,68,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.983406,23.729376
1208,V² Development,27,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.990414,23.722265
1209,Nomad'S,6,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.985055997041314,23.72393156899526
1210,Home Story,14,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98441740892616,23.72360430308588
1211,Chris,13,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98935,23.72366
1212,Vassilis,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987720399426685,23.7363187242324
1213,Tonia,8,ΚΟΛΩΝΑΚΙ,37.97832,23.74551
1214,Heritage,22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9786,23.73067
1215,Mgv,101,ΑΚΡΟΠΟΛΗ,37.96341,23.71779
1216,Klepsydra,14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.7292
1217,Mlg,19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9772076,23.7286277
1218,Emmanuela,20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9656,23.72545
1219,D & Y Boutique Athens,50,ΚΕΡΑΜΕΙΚΟΣ,37.98013,23.72354
1220,Christina,14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97452,23.73213
1221,YalaRent,9,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97843640233111,23.73273414562074
1222,Ioannis,20,ΑΚΡΟΠΟΛΗ,37.9688045,23.7259448
1223,Christos,7,ΚΕΡΑΜΕΙΚΟΣ,37.980517,23.7131008
1224,Manos And Fay,13,ΝΕΟΣ ΚΟΣΜΟΣ,37.96471,23.73188
1225,Charikleia,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97485,23.72861
1226,Jj,16,ΖΑΠΠΕΙΟ,37.96787791221452,23.73205428665062
1227,Manos And Fay,13,ΝΕΟΣ ΚΟΣΜΟΣ,37.96494,23.73021
1228,Manos And Fay,13,ΝΕΟΣ ΚΟΣΜΟΣ,37.96272,23.73034
1229,Klepsydra,14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97867,23.72952
1230,Gpm,36,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72502
1231,Dinos,5,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96277937412595,23.721596958335887
1232,Nik,10,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99972,23.72359
1233,Mk,3,ΠΑΓΚΡΑΤΙ,37.97057985868598,23.74653653675369
1234,Bill & John,30,ΓΚΑΖΙ,37.978039,23.711124
1235,Erjon,3,ΣΕΠΟΛΙΑ,38.00245,23.71883
1236,Theodoros,12,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506
1237,Gpm,36,ΑΚΡΟΠΟΛΗ,37.96946,23.72556
1238,V² Development,27,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9962076,23.7277625
1239,Evagelos,8,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9760821,23.7326493
1240,Be My Guest,10,ΝΕΟΣ ΚΟΣΜΟΣ,37.96178,23.72589
1241,V² Development,27,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.990791,23.7275958
1242,Spittaki,3,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97693,23.72575
1243,Mgv,101,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98592831971818,23.743883314979765
1244,Bill And Helena,19,ΓΟΥΒΑ,37.9603,23.74026
1245,Stella And Nikos,25,ΑΚΡΟΠΟΛΗ,37.96977,23.7293
1246,La Residence Athens,4,ΓΟΥΔΙ,37.9795749,23.7570074
1247,Evangelos,15,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99621532400635,23.72740635223969
1248,Jj,16,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97215,23.73104
1249,Heritage,22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97831,23.72925
1250,Vassilis,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98598869300126,23.735771466715665
1251,Niko And Andrea,13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976405,23.7305377
1252,Heritage,22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97724,23.73144
1253,Zack,9,ΛΥΚΑΒΗΤΤΟΣ,37.98394,23.74117
1254,Heritage,22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.7308
1255,Evdoxia,4,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99693,23.7299
1256,Ioannis,6,ΠΕΤΡΑΛΩΝΑ,37.96747,23.71181
1257,D & Y Boutique Athens,50,ΚΕΡΑΜΕΙΚΟΣ,37.9809,23.72254
1258,Dipsons,7,ΓΚΑΖΙ,37.97662,23.71114
1259,Emmanouil,7,ΑΜΠΕΛΟΚΗΠΟΙ,37.98924,23.765
1260,GK Properties,25,ΕΛΛΗΝΟΡΩΣΩΝ,37.9956647,23.7695696
1261,Dimitris,3,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98691,23.73122
